"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Jul 23 04:59:45 GMT 2023","Sun Jul 23 04:59:45 GMT 2023","1","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testBuildGitProjectWithBuildStepsMaven","testBuildGitProjectWithBuildStepsMaven","Test if Console Output page  log contains 'T E S T S' section thus proving that tests of sourced project were run.Test if Console Output log contains 'BUILD SUCCESS' text thus proving that the run was successProject sourced from GitHub using Maven with Build Steps goal: 'test'"
"passed","Sun Jul 23 05:09:48 GMT 2023","Sun Jul 23 05:09:48 GMT 2023","0","Surefire suite","Surefire test","runner.order.OrderForTestsTest","runner.order.OrderForTestsTest","orderMethodsForkDownDepTest","orderMethodsForkDownDepTest",""
"passed","Sun Jul 23 05:06:09 GMT 2023","Sun Jul 23 05:06:11 GMT 2023","1932","Surefire suite","Surefire test","tests.FolderTest","tests.FolderTest","testDeleteFreestyleProjectInFolder","testDeleteFreestyleProjectInFolder","Verify the ability to delete 'Freestyle Project' from the folder"
"skipped","Sun Jul 23 04:58:05 GMT 2023","Sun Jul 23 04:58:05 GMT 2023","0","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testIllegalCharacterRenameView","testIllegalCharacterRenameView","Verify that Error message appears when is trying to rename a List view with the name that contains invalid special characters"
"passed","Sun Jul 23 04:59:46 GMT 2023","Sun Jul 23 04:59:49 GMT 2023","2644","Surefire suite","Surefire test","tests.PipelineTest","tests.PipelineTest","testAddDescriptionInExistPipeline","testAddDescriptionInExistPipeline","Verify the description for Pipeline project on the Pipeline page is displayed if add description to existing project"
"passed","Sun Jul 23 05:07:08 GMT 2023","Sun Jul 23 05:07:10 GMT 2023","1861","Surefire suite","Surefire test","tests.MultiConfigurationProjectTest","tests.MultiConfigurationProjectTest","testMultiConfigurationProjectDelete","testMultiConfigurationProjectDelete","Verify that the 'MultiConfigurationProject' can be renamed to project status page"
"skipped","Sun Jul 23 04:58:05 GMT 2023","Sun Jul 23 04:58:05 GMT 2023","0","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testEditListViewPageContainsTitleJobFilters","testEditListViewPageContainsTitleJobFilters","Verify if the 'List view' edit page contains the section 'Job Filters'"
"passed","Sun Jul 23 05:05:01 GMT 2023","Sun Jul 23 05:05:01 GMT 2023","430","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testNewFullNameAfterReLogging","testNewFullNameAfterReLogging","Verify that the user, after logging out of the session, in which changing of the FullName have been made, is able to see the 'new FullName' in the header when logging in again"
"passed","Sun Jul 23 05:01:00 GMT 2023","Sun Jul 23 05:01:02 GMT 2023","2441","Surefire suite","Surefire test","tests.PipelineTest","tests.PipelineTest","testRenamePipelineUsingSpecialCharacter","testRenamePipelineUsingSpecialCharacter","Verify 'Error' page is displayed and '‘<spChar>’ is an unsafe character' error message is displayed if rename pipeline using special character"
"passed","Sun Jul 23 05:05:31 GMT 2023","Sun Jul 23 05:05:34 GMT 2023","3322","Surefire suite","Surefire test","tests.MultibranchPipelineTest","tests.MultibranchPipelineTest","testMoveMultiBranchPipeline","testMoveMultiBranchPipeline","Verify that the 'Multibranch Pipeline' can be moved to another folder"
"passed","Sun Jul 23 05:02:34 GMT 2023","Sun Jul 23 05:02:35 GMT 2023","531","Surefire suite","Surefire test","tests.HeaderComponentTest","tests.HeaderComponentTest","testManageJenkinsClickNameIconToReturnToTheMainPage","testManageJenkinsClickNameIconToReturnToTheMainPage","Verify that click on Jenkins icon leads to the Main page when click on Manage Jenkins page"
"skipped","Sun Jul 23 04:59:45 GMT 2023","Sun Jul 23 04:59:45 GMT 2023","0","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testRenameFreestyleProjectToIncorrectViaSideMenu","testRenameFreestyleProjectToIncorrectViaSideMenu","Verify if error message arrears and contains expected text when attempting to rename an existing project with invalid data"
"passed","Sun Jul 23 05:03:30 GMT 2023","Sun Jul 23 05:03:31 GMT 2023","1801","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testCreateUserWithEmptyPassword","testCreateUserWithEmptyPassword","Try to create user with empty 'Password' field and verify that error message 'Password is required' appeared"
"passed","Sun Jul 23 05:01:13 GMT 2023","Sun Jul 23 05:01:15 GMT 2023","2416","Surefire suite","Surefire test","tests.PipelineTest","tests.PipelineTest","testRenamePipelineUsingSpecialCharacter","testRenamePipelineUsingSpecialCharacter","Verify 'Error' page is displayed and '‘<spChar>’ is an unsafe character' error message is displayed if rename pipeline using special character"
"skipped","Sun Jul 23 04:58:05 GMT 2023","Sun Jul 23 04:58:05 GMT 2023","0","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testIllegalCharacterRenameView","testIllegalCharacterRenameView","Verify that Error message appears when is trying to rename a List view with the name that contains invalid special characters"
"passed","Sun Jul 23 05:08:26 GMT 2023","Sun Jul 23 05:08:28 GMT 2023","1615","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateMultiConfigurationProjectWithDescription","testCreateMultiConfigurationProjectWithDescription","Check if multi-configuration project can be created with description"
"passed","Sun Jul 23 05:05:58 GMT 2023","Sun Jul 23 05:05:58 GMT 2023","824","Surefire suite","Surefire test","tests.FolderTest","tests.FolderTest","testRenameFolderWithDescription","testRenameFolderWithDescription","Verify the ability to rename a folder's name with a description"
"passed","Sun Jul 23 05:00:19 GMT 2023","Sun Jul 23 05:00:21 GMT 2023","2194","Surefire suite","Surefire test","tests.PipelineTest","tests.PipelineTest","testDeletePipelineFromDashboard","testDeletePipelineFromDashboard","Verify deleted Pipeline name doesn’t exist on a dashboard page if delete Pipeline with a menu button"
"skipped","Sun Jul 23 04:59:45 GMT 2023","Sun Jul 23 04:59:45 GMT 2023","0","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testNoBuildFreestyleProjectChanges","testNoBuildFreestyleProjectChanges","Verify if Changes Builds Page contains expected text"
"passed","Sun Jul 23 05:02:51 GMT 2023","Sun Jul 23 05:02:52 GMT 2023","530","Surefire suite","Surefire test","tests.BuildHistoryTest","tests.BuildHistoryTest","testRssItemsExist","testRssItemsExist","Verify that the icons of three RSS feeds exist on the 'Build History' page"
"skipped","Sun Jul 23 04:58:05 GMT 2023","Sun Jul 23 04:58:05 GMT 2023","0","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testListViewAddFilterBuildQueue","testListViewAddFilterBuildQueue",""
"passed","Sun Jul 23 05:08:23 GMT 2023","Sun Jul 23 05:08:24 GMT 2023","788","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateFreestyleProjectWithEmptyName","testCreateFreestyleProjectWithEmptyName","Check if a new freestyle project with empty name can be created"
"passed","Sun Jul 23 05:02:39 GMT 2023","Sun Jul 23 05:02:39 GMT 2023","751","Surefire suite","Surefire test","tests.HeaderComponentTest","tests.HeaderComponentTest","testUserDropdownMenuToOpenConfigureUserPage","testUserDropdownMenuToOpenConfigureUserPage","Verify if 'Configure' link in the User dropdown menu leads to the expected page that contains 'Add new Token' section"
"passed","Sun Jul 23 05:06:48 GMT 2023","Sun Jul 23 05:06:50 GMT 2023","2282","Surefire suite","Surefire test","tests.MultiConfigurationProjectTest","tests.MultiConfigurationProjectTest","testFindMultiConfigurationProject","testFindMultiConfigurationProject","Verify that the so that can find a previously created multi-configuration project"
"passed","Sun Jul 23 05:02:42 GMT 2023","Sun Jul 23 05:02:42 GMT 2023","597","Surefire suite","Surefire test","tests.HeaderComponentTest","tests.HeaderComponentTest","testUserDropdownMenuToOpenMyViewsUserPage","testUserDropdownMenuToOpenMyViewsUserPage","Verify if click on 'My views' link in the User dropdown menu leads to the views page that confirmed by 'My views' breadcrumb"
"skipped","Sun Jul 23 04:58:05 GMT 2023","Sun Jul 23 04:58:05 GMT 2023","0","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testViewHasListOfItems","testViewHasListOfItems",""
"passed","Sun Jul 23 05:02:32 GMT 2023","Sun Jul 23 05:02:32 GMT 2023","255","Surefire suite","Surefire test","tests.HeaderComponentTest","tests.HeaderComponentTest","testLogoHeadIconIsSeen","testLogoHeadIconIsSeen","Verify that Jenkins icon is displayed and enabled in the Header"
"passed","Sun Jul 23 05:07:13 GMT 2023","Sun Jul 23 05:07:14 GMT 2023","1055","Surefire suite","Surefire test","tests.MultiConfigurationProjectTest","tests.MultiConfigurationProjectTest","testMultiConfigurationProjectEnable","testMultiConfigurationProjectEnable","Verify that the multi-configuration project can be enabled to project configuration page"
"passed","Sun Jul 23 05:04:04 GMT 2023","Sun Jul 23 05:04:06 GMT 2023","1686","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testCreateUserWithIncorrectCharactersInName","testCreateUserWithIncorrectCharactersInName","Try to create user with invalid characters in name and verify that error message 'User name must only contain alphanumeric characters, underscore and dash' appeared"
"passed","Sun Jul 23 05:02:54 GMT 2023","Sun Jul 23 05:03:05 GMT 2023","10917","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testChangeDefaultView","testChangeDefaultView","Change default view on 'Jenkins Configure System' page and verify that Default view is changed on the dashboard"
"passed","Sun Jul 23 04:59:56 GMT 2023","Sun Jul 23 05:00:01 GMT 2023","5813","Surefire suite","Surefire test","tests.PipelineTest","tests.PipelineTest","testBuildNewPipelineSuccess","testBuildNewPipelineSuccess","Verify pipeline status is 'Success' if build with sample 'Hello World'"
"passed","Sun Jul 23 05:00:24 GMT 2023","Sun Jul 23 05:00:25 GMT 2023","477","Surefire suite","Surefire test","tests.PipelineTest","tests.PipelineTest","testEnablePipelineProject","testEnablePipelineProject","Check if pipeline project can be enabled after disabling"
"passed","Sun Jul 23 05:04:07 GMT 2023","Sun Jul 23 05:04:09 GMT 2023","2011","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testCreateUserWithIncorrectCharactersInName","testCreateUserWithIncorrectCharactersInName","Try to create user with invalid characters in name and verify that error message 'User name must only contain alphanumeric characters, underscore and dash' appeared"
"passed","Sun Jul 23 05:05:57 GMT 2023","Sun Jul 23 05:05:58 GMT 2023","941","Surefire suite","Surefire test","tests.FolderTest","tests.FolderTest","testCreateFolderWithDescription","testCreateFolderWithDescription","Verify the ability to create a new folder with description"
"passed","Sun Jul 23 05:05:47 GMT 2023","Sun Jul 23 05:05:48 GMT 2023","189","Surefire suite","Surefire test","tests.FolderTest","tests.FolderTest","testConfigureFolderDisplayNameSaveFolderName","testConfigureFolderDisplayNameSaveFolderName","Verify that the previously changed folder name is saved"
"passed","Sun Jul 23 05:01:29 GMT 2023","Sun Jul 23 05:01:32 GMT 2023","2372","Surefire suite","Surefire test","tests.PipelineTest","tests.PipelineTest","testRenamePipelineUsingSpecialCharacter","testRenamePipelineUsingSpecialCharacter","Verify 'Error' page is displayed and '‘<spChar>’ is an unsafe character' error message is displayed if rename pipeline using special character"
"passed","Sun Jul 23 05:06:32 GMT 2023","Sun Jul 23 05:06:35 GMT 2023","3161","Surefire suite","Surefire test","tests.FolderTest","tests.FolderTest","testMoveFolderInFolderFromDropdownMenuMoveButton","testMoveFolderInFolderFromDropdownMenuMoveButton","Verify that the folder can be moved into another folder from dropdown menu"
"skipped","Sun Jul 23 04:59:45 GMT 2023","Sun Jul 23 04:59:45 GMT 2023","0","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testCheckFieldsDaysAndMaxNumberOfBuildsToKeepInConfigure","testCheckFieldsDaysAndMaxNumberOfBuildsToKeepInConfigure","Verify if 'Days to keep builds' and 'Max # of builds to keep' settings of 'Discard old builds' are displayed upon saved"
"passed","Sun Jul 23 05:08:28 GMT 2023","Sun Jul 23 05:08:30 GMT 2023","1804","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateNewMCProjectAsCopyFromExistingProject","testCreateNewMCProjectAsCopyFromExistingProject","Check if multi-configuration project can be created as a copy of existing project with description"
"skipped","Sun Jul 23 04:58:05 GMT 2023","Sun Jul 23 04:58:05 GMT 2023","1","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testIllegalCharacterRenameView","testIllegalCharacterRenameView","Verify that Error message appears when is trying to rename a List view with the name that contains invalid special characters"
"passed","Sun Jul 23 05:03:39 GMT 2023","Sun Jul 23 05:03:41 GMT 2023","1916","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testCreateUserWithIncorrectCharactersInName","testCreateUserWithIncorrectCharactersInName","Try to create user with invalid characters in name and verify that error message 'User name must only contain alphanumeric characters, underscore and dash' appeared"
"passed","Sun Jul 23 05:05:45 GMT 2023","Sun Jul 23 05:05:47 GMT 2023","1945","Surefire suite","Surefire test","tests.FolderTest","tests.FolderTest","testConfigureChangeFolderDisplayName","testConfigureChangeFolderDisplayName","Verify the ability to create a unique display name for the folder"
"skipped","Sun Jul 23 04:58:05 GMT 2023","Sun Jul 23 04:58:05 GMT 2023","0","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testIllegalCharacterRenameView","testIllegalCharacterRenameView","Verify that Error message appears when is trying to rename a List view with the name that contains invalid special characters"
"passed","Sun Jul 23 05:02:02 GMT 2023","Sun Jul 23 05:02:06 GMT 2023","3829","Surefire suite","Surefire test","tests.OrganizationFolderTest","tests.OrganizationFolderTest","testCheckChildHealthMetrics","testCheckChildHealthMetrics","The child health metrics can be added to Organization folder"
"skipped","Sun Jul 23 04:59:45 GMT 2023","Sun Jul 23 04:59:45 GMT 2023","0","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testRenameFreestyleProjectToIncorrectViaSideMenu","testRenameFreestyleProjectToIncorrectViaSideMenu","Verify if error message arrears and contains expected text when attempting to rename an existing project with invalid data"
"skipped","Sun Jul 23 04:59:45 GMT 2023","Sun Jul 23 04:59:45 GMT 2023","0","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testRenameFreestyleProjectToIncorrectViaSideMenu","testRenameFreestyleProjectToIncorrectViaSideMenu","Verify if error message arrears and contains expected text when attempting to rename an existing project with invalid data"
"passed","Sun Jul 23 04:57:44 GMT 2023","Sun Jul 23 04:57:51 GMT 2023","7009","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testAddJobsToListView","testAddJobsToListView","Verify that created List Views contains added jobs:Freestyle Poject and Pipeline"
"passed","Sun Jul 23 04:58:20 GMT 2023","Sun Jul 23 04:58:23 GMT 2023","2430","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testAddDescription","testAddDescription","Verify if expected description of the project has been added"
